,accession,label
91,YP_010089480.1,baseplate
92,YP_010089518.1,baseplate
93,YP_010089519.1,baseplate
94,YP_010089520.1,baseplate
95,YP_010089521.1,baseplate
96,YP_010133101.1,baseplate
97,YP_010074882.1,baseplate
98,YP_010074873.1,baseplate
99,YP_009832075.1,baseplate
100,YP_009789813.1,baseplate
101,YP_010089989.1,baseplate
102,YP_010090027.1,baseplate
103,YP_010090255.1,baseplate
104,YP_010090624.1,baseplate
105,YP_010090625.1,baseplate
106,YP_010090626.1,baseplate
107,YP_010090335.1,baseplate
108,YP_009790730.1,baseplate
109,YP_009791169.1,baseplate
110,YP_009618958.1,baseplate
111,YP_009618968.1,baseplate
112,YP_009618998.1,baseplate
113,YP_009619083.1,baseplate
114,YP_010076389.1,baseplate
115,YP_010076620.1,baseplate
116,YP_010091999.1,baseplate
117,YP_010092006.1,baseplate
118,YP_010067830.1,baseplate
119,YP_010067872.1,baseplate
120,YP_010068384.1,baseplate
121,YP_010068426.1,baseplate
122,YP_010075043.1,baseplate
123,YP_010075084.1,baseplate
124,YP_010077031.1,baseplate
125,YP_010077074.1,baseplate
126,YP_010091455.1,baseplate
127,YP_010091464.1,baseplate
128,YP_010091495.1,baseplate
129,YP_010091184.1,baseplate
130,YP_010091193.1,baseplate
131,YP_010091224.1,baseplate
132,YP_009621569.1,baseplate
133,YP_009621698.1,baseplate
134,YP_010073516.1,baseplate
135,YP_010073797.1,baseplate
136,YP_010093662.1,baseplate
137,YP_009836903.1,baseplate
138,YP_010065251.1,baseplate
139,YP_010065209.1,baseplate
140,YP_010069171.1,baseplate
141,YP_010069180.1,baseplate
142,YP_010069212.1,baseplate
143,YP_010069709.1,baseplate
144,YP_009837438.1,baseplate
145,YP_010094047.1,baseplate
146,YP_009799530.1,baseplate
147,YP_010095104.1,baseplate
148,YP_010095154.1,baseplate
149,YP_010094226.1,baseplate
150,YP_010094538.1,baseplate
151,YP_010066464.1,baseplate
152,YP_010066504.1,baseplate
153,YP_010094756.1,baseplate
154,YP_010095364.1,baseplate
155,YP_010072161.1,baseplate
156,YP_010072203.1,baseplate
157,YP_010071622.1,baseplate
158,YP_010071663.1,baseplate
159,YP_010096171.1,baseplate
160,YP_010096255.1,baseplate
161,YP_010096293.1,baseplate
162,YP_009880933.1,baseplate
163,YP_009880964.1,baseplate
164,YP_009881507.1,baseplate
165,YP_009881538.1,baseplate
166,YP_009842864.1,baseplate
167,YP_010072862.1,baseplate
168,YP_010073091.1,baseplate
169,YP_010098494.1,baseplate
170,YP_010077408.1,baseplate
171,YP_010077418.1,baseplate
172,YP_010093203.1,baseplate
173,YP_010067575.1,baseplate
174,YP_010067566.1,baseplate
175,YP_010067607.1,baseplate
176,YP_010100028.1,baseplate
177,YP_009816618.1,baseplate
178,YP_009829557.1,baseplate
179,YP_010100331.1,baseplate
180,YP_010100473.1,baseplate
181,YP_010070252.1,baseplate
182,YP_010069978.1,baseplate
183,YP_010070528.1,baseplate
184,YP_010072439.1,baseplate
185,YP_010072448.1,baseplate
186,YP_010069444.1,baseplate
187,YP_010071355.1,baseplate
188,YP_010070802.1,baseplate
189,YP_010070811.1,baseplate
190,YP_009882725.1,baseplate
191,YP_009882662.1,baseplate
192,YP_009882630.1,baseplate
193,YP_009882578.1,baseplate
194,YP_009882580.1,baseplate
195,YP_009882447.1,baseplate
196,YP_009833299.1,baseplate
197,YP_010101750.1,baseplate
198,YP_010068058.1,baseplate
199,YP_010068098.1,baseplate
200,YP_009845793.1,baseplate
201,YP_009850382.1,baseplate
202,YP_009850542.1,baseplate
203,YP_010075956.1,baseplate
204,YP_010075996.1,baseplate
205,YP_010076236.1,baseplate
206,YP_010076275.1,baseplate
207,YP_009883303.1,baseplate
208,YP_009883870.1,baseplate
209,YP_009883879.1,baseplate
210,YP_009883912.1,baseplate
211,YP_010075414.1,baseplate
212,YP_009884900.1,baseplate
213,NP_050649.1,baseplate
214,YP_009887152.1,baseplate
215,YP_009887157.1,baseplate
216,YP_009887187.1,baseplate
217,YP_010077427.1,baseplate
218,YP_010077649.1,baseplate
219,YP_010068953.1,baseplate
220,YP_010068994.1,baseplate
221,YP_009855904.1,baseplate
222,YP_009856162.1,baseplate
223,YP_010074144.1,baseplate
224,YP_010074353.1,baseplate
225,YP_010074617.1,baseplate
226,YP_010091016.1,baseplate
227,YP_010065793.1,baseplate
228,YP_010065518.1,baseplate
229,YP_010075689.1,baseplate
230,YP_009914333.1,baseplate
231,YP_009914427.1,baseplate
232,YP_009913696.1,baseplate
233,YP_010106641.1,baseplate
234,YP_010106881.1,baseplate
235,YP_010071192.1,baseplate
236,YP_010038087.1,baseplate
237,YP_010068638.1,baseplate
238,YP_010068680.1,baseplate
239,YP_010071898.1,baseplate
240,YP_010071938.1,baseplate
241,YP_010072713.1,baseplate
242,YP_010072753.1,baseplate
243,YP_010109790.1,baseplate
244,YP_010037976.1,baseplate
245,YP_010114056.1,baseplate
246,YP_009966156.1,baseplate
247,YP_010355177.1,baseplate
248,YP_010355619.1,baseplate
249,YP_010355392.1,baseplate
250,YP_010355396.1,baseplate
251,YP_010278276.1,baseplate
252,YP_009881903.1,baseplate
253,YP_010099767.1,baseplate
254,YP_001642390.1,baseplate
255,YP_529888.1,baseplate
256,YP_009876573.1,baseplate
257,YP_009834650.1,baseplate
258,YP_009877678.1,baseplate
259,YP_009834884.1,baseplate
260,YP_009881376.1,baseplate
261,YP_009890075.1,baseplate
262,YP_009883197.1,baseplate
263,YP_009850969.1,baseplate
264,YP_009888221.1,baseplate
265,YP_009887816.1,baseplate
266,YP_009888629.1,baseplate
267,YP_009888424.1,baseplate
268,YP_009889239.1,baseplate
269,YP_009889039.1,baseplate
270,YP_010089026.1,baseplate
271,YP_010095667.1,baseplate
272,YP_010095960.1,baseplate
273,YP_004306437.1,baseplate
274,YP_009035513.1,baseplate
275,YP_009782139.1,baseplate
276,YP_010088324.1,baseplate
277,YP_009190763.1,baseplate
278,YP_009288877.1,baseplate
279,YP_009789850.1,baseplate
280,YP_010090028.1,baseplate
281,YP_010090587.1,baseplate
282,YP_010093656.1,baseplate
283,YP_010095151.1,baseplate
284,YP_010096169.1,baseplate
285,YP_010096254.1,baseplate
286,YP_009880969.1,baseplate
287,YP_009881502.1,baseplate
288,YP_010098496.1,baseplate
289,YP_009816620.1,baseplate
290,YP_010076276.1,baseplate
291,YP_009883877.1,baseplate
292,YP_010068952.1,baseplate
293,YP_009949228.1,baseplate
294,YP_009881870.1,baseplate
295,YP_009966645.1,baseplate
296,NP_944088.1,baseplate
297,NP_944089.1,baseplate
298,NP_944091.1,baseplate
299,YP_656367.1,baseplate
300,YP_656368.1,baseplate
301,YP_656406.1,baseplate
302,YP_656410.1,baseplate
303,YP_656411.1,baseplate
304,YP_238868.1,baseplate
305,YP_238869.1,baseplate
306,YP_238906.1,baseplate
307,YP_238908.1,baseplate
308,YP_238911.1,baseplate
309,YP_238912.1,baseplate
310,YP_874163.1,baseplate
311,YP_009140268.1,baseplate
312,YP_009140270.1,baseplate
313,YP_009140305.1,baseplate
314,YP_009140375.1,baseplate
315,YP_001429638.1,baseplate
316,YP_004782355.1,baseplate
317,YP_003579962.1,baseplate
318,YP_003579965.1,baseplate
319,YP_003579967.1,baseplate
320,YP_003579968.1,baseplate
321,YP_003580032.1,baseplate
322,YP_003580038.1,baseplate
323,YP_003580040.1,baseplate
324,YP_003969098.1,baseplate
325,YP_003969100.1,baseplate
326,YP_003969101.1,baseplate
327,YP_003969102.1,baseplate
328,YP_003969104.1,baseplate
329,YP_003969144.1,baseplate
330,YP_003969145.1,baseplate
331,YP_003969147.1,baseplate
332,YP_003969148.1,baseplate
333,YP_003969149.1,baseplate
334,YP_003969150.1,baseplate
335,YP_003969151.1,baseplate
336,YP_003969152.1,baseplate
337,YP_003969155.1,baseplate
338,YP_003969615.1,baseplate
339,YP_003969619.1,baseplate
340,YP_003969620.1,baseplate
341,YP_003969626.1,baseplate
342,YP_003969627.1,baseplate
343,YP_003969629.1,baseplate
344,YP_007002676.1,baseplate
345,YP_007002713.1,baseplate
346,YP_007002812.1,baseplate
347,YP_006489160.1,baseplate
348,YP_006489154.1,baseplate
349,YP_006489153.1,baseplate
350,YP_009001469.1,baseplate
351,YP_006489096.1,baseplate
352,YP_006489095.1,baseplate
353,YP_006489094.1,baseplate
354,YP_009001470.1,baseplate
355,YP_006489089.1,baseplate
356,YP_009608820.1,baseplate
357,YP_009014727.1,baseplate
358,YP_009017912.1,baseplate
359,YP_004895204.1,baseplate
360,YP_009016600.1,baseplate
361,YP_007008011.1,baseplate
362,YP_007008040.1,baseplate
363,YP_007008122.1,baseplate
364,YP_007348737.1,baseplate
365,YP_007348740.1,baseplate
366,YP_007348742.1,baseplate
367,YP_007348743.1,baseplate
368,YP_007348830.1,baseplate
369,YP_007348835.1,baseplate
370,YP_007348836.1,baseplate
371,YP_006383630.1,baseplate
372,YP_006986370.1,baseplate
373,YP_006986373.1,baseplate
374,YP_006986466.1,baseplate
375,YP_006986471.1,baseplate
376,YP_006986472.1,baseplate
377,YP_007006463.1,baseplate
378,YP_007010854.1,baseplate
379,YP_007010857.1,baseplate
380,YP_007010858.1,baseplate
381,YP_007010354.1,baseplate
382,YP_007010355.1,baseplate
383,YP_007010364.1,baseplate
384,YP_007010371.1,baseplate
385,YP_009217546.1,baseplate
386,YP_009217549.1,baseplate
387,YP_009217550.1,baseplate
388,YP_009217587.1,baseplate
389,YP_009217589.1,baseplate
390,YP_009217590.1,baseplate
391,YP_009217591.1,baseplate
392,YP_007349112.1,baseplate
393,YP_007349122.1,baseplate
394,YP_007349148.1,baseplate
395,YP_007517889.1,baseplate
396,YP_007517920.1,baseplate
397,YP_009215885.1,baseplate
398,YP_008060621.1,baseplate
399,YP_008060624.1,baseplate
400,YP_008060714.1,baseplate
401,YP_008060719.1,baseplate
402,YP_008060720.1,baseplate
403,YP_008060721.1,baseplate
404,YP_008060939.1,baseplate
405,YP_008061395.1,baseplate
406,YP_009098969.1,baseplate
407,YP_008770027.1,baseplate
408,YP_008770028.1,baseplate
409,YP_008771653.1,baseplate
410,YP_008771750.1,baseplate
411,YP_008771789.1,baseplate
412,YP_008770862.1,baseplate
413,YP_008770958.1,baseplate
414,YP_008770996.1,baseplate
415,YP_009030343.1,baseplate
416,YP_009030352.1,baseplate
417,YP_009030380.1,baseplate
418,YP_009030448.1,baseplate
419,YP_009021328.1,baseplate
420,YP_009097706.1,baseplate
421,YP_009097799.1,baseplate
422,YP_009097804.1,baseplate
423,YP_009097805.1,baseplate
424,YP_009099792.1,baseplate
425,YP_009151644.1,baseplate
426,YP_009147537.1,baseplate
427,YP_009147640.1,baseplate
428,YP_009784963.1,baseplate
429,YP_009220792.1,baseplate
430,YP_009220793.1,baseplate
431,YP_009220930.1,baseplate
432,YP_009220970.1,baseplate
433,YP_009218541.1,baseplate
434,YP_009218542.1,baseplate
435,YP_009218544.1,baseplate
436,YP_009218547.1,baseplate
437,YP_009218634.1,baseplate
438,YP_009218637.1,baseplate
439,YP_009194345.1,baseplate
440,YP_009194350.1,baseplate
441,YP_009194442.1,baseplate
442,YP_009194447.1,baseplate
443,YP_009194448.1,baseplate
444,YP_009607297.1,baseplate
445,YP_009607302.1,baseplate
446,YP_009607391.1,baseplate
447,YP_009607396.1,baseplate
448,YP_009607397.1,baseplate
449,YP_009607018.1,baseplate
450,YP_009607021.1,baseplate
451,YP_009607023.1,baseplate
452,YP_009607024.1,baseplate
453,YP_009607113.1,baseplate
454,YP_009607118.1,baseplate
455,YP_009607119.1,baseplate
456,YP_009194918.1,baseplate
457,YP_009195012.1,baseplate
458,YP_009195017.1,baseplate
459,YP_009195018.1,baseplate
460,YP_009302433.1,baseplate
461,YP_009302438.1,baseplate
462,YP_009302439.1,baseplate
463,YP_009302442.1,baseplate
464,YP_009302444.1,baseplate
465,YP_009595869.1,baseplate
466,YP_009615948.1,baseplate
467,YP_009616006.1,baseplate
468,YP_009616103.1,baseplate
469,YP_009283780.1,baseplate
470,YP_009283850.1,baseplate
471,YP_009283884.1,baseplate
472,YP_009293438.1,baseplate
473,YP_009293367.1,baseplate
474,YP_009293264.1,baseplate
475,YP_009285640.1,baseplate
476,YP_009285731.1,baseplate
477,YP_009285736.1,baseplate
478,YP_009285737.1,baseplate
479,YP_009285738.1,baseplate
480,YP_009831399.1,baseplate
481,YP_009831499.1,baseplate
482,YP_009831500.1,baseplate
483,YP_009626337.1,baseplate
484,YP_009626342.1,baseplate
485,YP_009626343.1,baseplate
486,YP_009626431.1,baseplate
487,YP_009322940.1,baseplate
488,YP_009322941.1,baseplate
489,YP_009323059.1,baseplate
490,YP_009323062.1,baseplate
491,YP_009831119.1,baseplate
492,YP_009831217.1,baseplate
493,YP_009831218.1,baseplate
494,YP_009288013.1,baseplate
495,YP_009597729.1,baseplate
496,YP_009876464.1,baseplate
497,YP_009599732.1,baseplate
498,YP_009609645.1,baseplate
499,YP_009609649.1,baseplate
500,YP_009609969.1,baseplate
501,YP_009834664.1,baseplate
502,YP_009834657.1,baseplate
503,YP_009612407.1,baseplate
504,YP_009612483.1,baseplate
505,YP_009613022.1,baseplate
506,YP_009613024.1,baseplate
507,YP_009613025.1,baseplate
508,YP_009613026.1,baseplate
509,YP_009613027.1,baseplate
510,YP_009613218.1,baseplate
511,YP_009613221.1,baseplate
512,YP_009613222.1,baseplate
513,YP_009834891.1,baseplate
514,YP_009834899.1,baseplate
515,YP_009834900.1,baseplate
516,YP_009879487.1,baseplate
517,YP_009879587.1,baseplate
518,YP_009796156.1,baseplate
519,YP_009796375.1,baseplate
520,YP_009879663.1,baseplate
521,YP_009879770.1,baseplate
522,YP_009798797.1,baseplate
523,YP_009798888.1,baseplate
524,YP_009837755.1,baseplate
525,YP_009802284.1,baseplate
526,YP_009804806.1,baseplate
527,YP_009804973.1,baseplate
528,YP_009880636.1,baseplate
529,YP_009880736.1,baseplate
530,YP_009805745.1,baseplate
531,YP_009881277.1,baseplate
532,YP_009883453.1,baseplate
533,YP_009883562.1,baseplate
534,YP_009889979.1,baseplate
535,YP_009883093.1,baseplate
536,YP_009889440.1,baseplate
537,YP_009888118.1,baseplate
538,YP_009888528.1,baseplate
539,YP_009887916.1,baseplate
540,YP_009888019.1,baseplate
541,YP_009888324.1,baseplate
542,YP_009887527.1,baseplate
543,YP_009887632.1,baseplate
544,YP_009889137.1,baseplate
545,YP_009888725.1,baseplate
546,YP_009888831.1,baseplate
547,YP_009888935.1,baseplate
548,YP_009887338.1,baseplate
549,YP_009887439.1,baseplate
550,YP_010057087.1,baseplate
551,YP_010057313.1,baseplate
552,YP_010057542.1,baseplate
553,YP_010058694.1,baseplate
554,YP_010058229.1,baseplate
555,YP_010058012.1,baseplate
556,YP_010057776.1,baseplate
557,YP_010058462.1,baseplate
558,YP_010058918.1,baseplate
559,YP_010059442.1,baseplate
560,YP_010115142.1,baseplate
561,YP_010089021.1,baseplate
562,YP_010089024.1,baseplate
563,YP_010089110.1,baseplate
564,YP_010089114.1,baseplate
565,YP_010089115.1,baseplate
566,YP_010092945.1,baseplate
567,YP_010092946.1,baseplate
568,YP_010092949.1,baseplate
569,YP_010095663.1,baseplate
570,YP_010095664.1,baseplate
571,YP_010095702.1,baseplate
572,YP_010095705.1,baseplate
573,YP_010095706.1,baseplate
574,YP_010095709.1,baseplate
575,YP_010095747.1,baseplate
576,YP_010095750.1,baseplate
577,YP_010095751.1,baseplate
578,YP_010095754.1,baseplate
579,YP_010095956.1,baseplate
580,YP_010095957.1,baseplate
581,NP_899579.1,baseplate
582,NP_899586.1,baseplate
583,NP_899587.1,baseplate
584,NP_899589.1,baseplate
585,NP_899590.1,baseplate
586,YP_008125533.1,baseplate
587,YP_008125162.1,baseplate
588,YP_008125163.1,baseplate
589,YP_008125165.2,baseplate
590,YP_008125166.1,baseplate
591,YP_001294459.1,baseplate
592,YP_009006263.1,baseplate
593,YP_009006269.1,baseplate
594,YP_009006271.1,baseplate
595,YP_009006272.1,baseplate
596,YP_009006273.1,baseplate
597,YP_009201402.1,baseplate
598,YP_009201403.1,baseplate
599,YP_009201404.1,baseplate
600,YP_009201406.1,baseplate
601,YP_009201414.1,baseplate
602,YP_009201415.1,baseplate
603,YP_009189513.1,baseplate
604,YP_010089758.1,baseplate
605,YP_009835170.1,baseplate
606,YP_009882252.1,baseplate
607,NP_049756.1,baseplate
608,NP_049767.1,baseplate
609,YP_010067300.1,baseplate
610,YP_010067038.1,baseplate
611,YP_010067074.1,baseplate
612,YP_002854106.1,baseplate
613,YP_002854113.1,baseplate
614,YP_002854145.1,baseplate
615,NP_861853.1,baseplate
616,NP_861860.1,baseplate
617,NP_861893.1,baseplate
618,NP_044961.1,baseplate
619,YP_009098533.1,baseplate
620,YP_009098540.1,baseplate
621,YP_009098576.1,baseplate
622,NP_542578.1,baseplate
623,YP_009167520.1,baseplate
624,YP_009167527.1,baseplate
625,YP_009167559.1,baseplate
626,YP_009167560.1,baseplate
627,YP_009167561.1,baseplate
628,YP_009874098.1,baseplate
629,NP_891704.1,baseplate
630,NP_891745.1,baseplate
631,NP_891746.1,baseplate
632,YP_001285376.1,baseplate
633,YP_001285382.1,baseplate
634,NP_599048.1,baseplate
635,NP_599051.1,baseplate
636,YP_239741.1,baseplate
637,YP_239748.1,baseplate
638,YP_008318496.1,baseplate
639,YP_008318499.1,baseplate
640,YP_009167965.1,baseplate
641,YP_009167972.1,baseplate
642,YP_009168006.1,baseplate
643,YP_009168007.1,baseplate
644,YP_009168008.1,baseplate
645,YP_009102353.1,baseplate
646,YP_009102360.1,baseplate
647,YP_009102394.1,baseplate
648,NP_944915.1,baseplate
649,YP_762528.1,baseplate
650,YP_009874263.1,baseplate
651,YP_009874201.1,baseplate
652,YP_009874149.1,baseplate
653,YP_009041337.1,baseplate
654,YP_195117.1,baseplate
655,YP_195236.1,baseplate
656,YP_195245.1,baseplate
657,YP_214343.1,baseplate
658,YP_214572.2,baseplate
659,YP_214575.1,baseplate
660,YP_214582.1,baseplate
661,YP_214641.1,baseplate
662,YP_214644.1,baseplate
663,YP_240927.1,baseplate
664,YP_001595281.1,baseplate
665,YP_001595313.1,baseplate
666,YP_001595319.1,baseplate
667,YP_001595320.1,baseplate
668,YP_009224529.1,baseplate
669,YP_529578.1,baseplate
670,YP_239587.1,baseplate
671,YP_239593.1,baseplate
672,YP_239665.1,baseplate
673,YP_239672.1,baseplate
674,YP_240250.1,baseplate
675,YP_240256.1,baseplate
676,YP_240325.1,baseplate
677,YP_240330.1,baseplate
678,YP_240399.1,baseplate
679,YP_240404.1,baseplate
680,YP_240474.1,baseplate
681,YP_240480.1,baseplate
682,YP_240551.1,baseplate
683,YP_240557.1,baseplate
684,YP_240625.1,baseplate
685,YP_240631.1,baseplate
686,YP_240690.1,baseplate
687,YP_240696.1,baseplate
688,YP_240764.1,baseplate
689,YP_240770.1,baseplate
690,YP_240838.1,baseplate
691,YP_240845.1,baseplate
692,YP_293733.1,baseplate
693,YP_293735.1,baseplate
694,YP_717680.1,baseplate
695,YP_717684.1,baseplate
696,YP_717685.1,baseplate
697,YP_717766.1,baseplate
698,YP_717771.1,baseplate
699,YP_001111065.1,baseplate
700,YP_004322906.1,baseplate
701,YP_004322909.1,baseplate
702,YP_004322994.1,baseplate
703,YP_004322996.1,baseplate
704,YP_004322168.1,baseplate
705,YP_004322254.1,baseplate
706,YP_004324378.1,baseplate
707,YP_004324382.1,baseplate
708,YP_004324387.1,baseplate
709,YP_004323150.1,baseplate
710,YP_004323236.1,baseplate
711,YP_004323238.1,baseplate
712,YP_004323700.1,baseplate
713,YP_004323702.1,baseplate
714,YP_004322677.1,baseplate
715,YP_004322758.1,baseplate
716,YP_004322764.1,baseplate
717,YP_004323920.1,baseplate
718,YP_004323922.1,baseplate
719,YP_004323924.1,baseplate
720,YP_004324615.1,baseplate
721,YP_004324618.1,baseplate
722,YP_004324698.1,baseplate
723,YP_004324700.1,baseplate
724,YP_004324063.1,baseplate
725,YP_004324153.1,baseplate
726,YP_004324154.1,baseplate
727,YP_004324156.1,baseplate
728,YP_004324157.1,baseplate
729,YP_004324837.1,baseplate
730,YP_004324920.1,baseplate
731,YP_004324922.1,baseplate
732,YP_004324924.1,baseplate
733,YP_004323394.1,baseplate
734,YP_004323395.1,baseplate
735,YP_004323455.1,baseplate
736,YP_004323463.1,baseplate
737,YP_004322449.1,baseplate
738,YP_004322512.1,baseplate
739,YP_004322520.1,baseplate
740,YP_001686747.1,baseplate
741,YP_009781964.1,baseplate
742,YP_007677193.1,baseplate
743,YP_007677247.1,baseplate
744,YP_007677252.1,baseplate
745,YP_007677406.1,baseplate
746,YP_002455974.1,baseplate
747,YP_002154185.1,baseplate
748,YP_002154276.1,baseplate
749,YP_002922209.1,baseplate
750,YP_002922252.1,baseplate
751,YP_002922253.1,baseplate
752,YP_002922498.1,baseplate
753,YP_002922533.1,baseplate
754,YP_002922539.1,baseplate
755,YP_002922540.1,baseplate
756,YP_002922862.1,baseplate
757,YP_002455802.1,baseplate
758,YP_002364351.1,baseplate
759,YP_002418850.1,baseplate
760,YP_003934789.1,baseplate
761,YP_003934825.1,baseplate
762,YP_003934827.1,baseplate
763,YP_003934830.1,baseplate
764,YP_003934832.1,baseplate
765,YP_003335794.1,baseplate
766,YP_003127304.1,baseplate
767,YP_003127150.1,baseplate
768,YP_003127202.1,baseplate
769,YP_003127253.1,baseplate
770,YP_009302094.1,baseplate
771,YP_009302173.1,baseplate
772,YP_009302175.1,baseplate
773,YP_009302178.1,baseplate
774,YP_009302179.1,baseplate
775,YP_004063885.1,baseplate
776,YP_007010937.1,baseplate
777,YP_006200808.1,baseplate
778,YP_007672929.1,baseplate
779,YP_007674524.1,baseplate
780,YP_009782993.1,baseplate
781,YP_009782997.1,baseplate
782,YP_007002237.1,baseplate
783,YP_007238196.1,baseplate
784,YP_007675553.1,baseplate
785,YP_007675472.1,baseplate
786,YP_004893854.1,baseplate
787,YP_004327325.1,baseplate
788,YP_004327327.1,baseplate
789,YP_007003523.1,baseplate
790,YP_008130169.1,baseplate
791,YP_008129861.1,baseplate
792,YP_007003413.1,baseplate
793,YP_010079799.1,baseplate
794,YP_010079804.1,baseplate
795,YP_004415050.1,baseplate
796,YP_009590709.1,baseplate
797,YP_008873617.1,baseplate
798,YP_004508496.1,baseplate
799,YP_004508500.1,baseplate
800,YP_004508501.1,baseplate
801,YP_009780095.1,baseplate
802,YP_008854244.1,baseplate
803,YP_008854068.1,baseplate
804,YP_009806359.1,baseplate
805,YP_009806361.1,baseplate
806,YP_007004250.1,baseplate
807,YP_007004251.1,baseplate
808,YP_007004252.1,baseplate
809,YP_007004253.1,baseplate
810,YP_007004257.1,baseplate
811,YP_007004294.1,baseplate
812,YP_007004891.1,baseplate
813,YP_007004898.1,baseplate
814,YP_007004930.1,baseplate
815,YP_007004931.1,baseplate
816,YP_007004932.1,baseplate
817,YP_007004527.1,baseplate
818,YP_007004534.1,baseplate
819,YP_007004567.1,baseplate
820,YP_007004568.1,baseplate
821,YP_007501183.1,baseplate
822,YP_007501184.1,baseplate
823,YP_007501223.1,baseplate
824,YP_007501224.1,baseplate
825,YP_007501225.1,baseplate
826,YP_007501228.1,baseplate
827,YP_006987055.1,baseplate
828,YP_006987060.1,baseplate
829,YP_006987336.1,baseplate
830,YP_006986701.1,baseplate
831,YP_006986709.1,baseplate
832,YP_006986711.1,baseplate
833,YP_006986745.1,baseplate
834,YP_006986746.1,baseplate
835,YP_006986747.1,baseplate
836,YP_009130746.1,baseplate
837,YP_007236676.1,baseplate
838,YP_007236614.1,baseplate
839,YP_007236617.1,baseplate
840,YP_007002590.1,baseplate
841,YP_006201549.1,baseplate
842,YP_006201949.1,baseplate
843,YP_006201719.1,baseplate
844,YP_006201607.1,baseplate
845,YP_009008378.1,baseplate
846,YP_006382269.1,baseplate
847,YP_006382272.1,baseplate
848,YP_008239571.1,baseplate
849,YP_008058982.1,baseplate
850,YP_008058988.1,baseplate
851,YP_008059875.1,baseplate
852,YP_009780590.1,baseplate
853,YP_009780821.1,baseplate
854,YP_009781268.1,baseplate
855,YP_009781501.1,baseplate
856,YP_009781732.1,baseplate
857,YP_009781035.1,baseplate
858,YP_008320253.1,baseplate
859,YP_008320258.1,baseplate
860,YP_009150174.1,baseplate
861,YP_009150176.1,baseplate
862,YP_007677857.1,baseplate
863,YP_007677858.1,baseplate
864,YP_007677861.1,baseplate
865,YP_007677893.1,baseplate
866,YP_007677895.1,baseplate
867,YP_007677896.1,baseplate
868,YP_007677897.1,baseplate
869,YP_007677898.1,baseplate
870,YP_009275806.1,baseplate
871,YP_009102620.1,baseplate
872,YP_009102627.1,baseplate
873,YP_009102664.1,baseplate
874,YP_009102665.1,baseplate
875,YP_009148836.1,baseplate
876,YP_009148135.1,baseplate
877,YP_009148136.1,baseplate
878,YP_009148139.1,baseplate
